GZ01	GZ02	GZ03	GZ04	GZ05	GZ06	GZ07	GZ08	GZ09	GZ10	GZ11	GZ12	GZ13	GZ14	GZ15	BJ01	BJ02	BJ03	BJ04	BJ05	BJ06	BJ07	BJ08	BJ09	BJ10	BJ11	BJ12	BJ13	BJ14	BJ15	BJ16	BJ17	BJ18	BJ19	BJ20	BJ21	BJ22	BJ23	BJ24	BJ25	BJ26	BJ27	BJ28	BJ29	BJ30	BJ31	BJ32	BJ33	GZ16	GZ17	GZ18	GZ19	GZ20	GZ21	GZ22	GZ23	GZ24	GZ25	GZ26	GZ27	GZ28	GZ29
Acinetobacter_phage_YMC-13-01-C62	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	135	5	8	0	0	0	0	3	1	0	3	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter_phage_YMC/09/02/B1251_ABA_BP	0	0	0	98	0	0	0	0	0	1	0	450	0	0	0	0	0	0	0	0	0	0	0	0	5	1	4	0	4	0	0	0	4784	0	3869	403	48	1	2	0	82	60	11	25	66	263	13	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter_phage_YMC11/12/R2315	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	135	5	8	0	0	0	0	3	1	0	3	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomyces_phage_Av-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adoxophyes_orana_nucleopolyhedrovirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
African_swine_fever_virus_strain_BA71V	0	0	0	0	0	3	43	0	13	5	0	6	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	3	13	2	2	3	0	0	6	0	0	1	1	2	0	0	0	2	0	0	0	2	0
Aggregatibacter_phage_S1249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agrotis_ipsilon_multiple_nucleopolyhedrovirus	0	0	0	0	8	50	0	22	63	3	0	3	0	2	0	15	1	0	0	22	0	7	28	1	0	0	13	0	6	0	22	0	0	1	0	0	0	34	0	7	22	12	0	1	2	0	0	21	0	0	0	0	0	0	0	1	0	0	0	0	14	0
Agrotis_segetum_nucleopolyhedrovirus_B_isolate_English	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	2	0	0	0	0	0	0	0	0	2	0	0	1	0	0	2	0	0	0	0	0
Alcelaphine_herpesvirus_1	0	8	0	0	0	0	0	0	3	0	78	58	5	141	10	12	2	0	27	371	0	18	19	0	25	0	0	7	16	0	26	5	0	0	92	0	210	64	99	82	389	11	17	0	98	2	39	46	0	0	0	53	0	0	0	0	0	0	0	0	0	0
Alcelaphine_herpesvirus_2_isolate_topi-AlHV-2	0	20	0	0	0	0	0	0	0	0	165	2	0	51	1	0	5	1	10	4	0	0	0	0	1	2	0	20	0	22	0	0	0	1	44	1	0	17	6	61	1	0	1	0	4	0	0	0	0	0	6	0	0	0	0	0	0	1	0	0	0	1
Aleutian_mink_disease_virus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alfalfa_mosaic_virus_RNA_1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alfalfa_mosaic_virus_RNA_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Alternaria_alternata_dsRNA_mycovirus_segment_M1	7	12	4	6	7	8	7	22	9	6	1	4	12	13	1	25	4	38	3	7	2	0	5	10	24	0	5	14	0	22	88	0	4	7	14	2	23	68	52	83	31	2	27	41	26	4	8	70	38	27	4	14	10	10	27	10	4	4	13	3	4	9
Alternaria_alternata_dsRNA_mycovirus_segment_M2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alternaria_alternata_dsRNA_mycovirus_segment_S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	2	1	0	0	0	0	1	1	0	0	0	0	0	1	4	2	2	4	0	0	1	0	0	0	5	2	0	0	0	1	0	0	0	0	0	0	0	0	0
Alternaria_arborescens_mitovirus_1_genomic_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anguillid_herpesvirus_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anticarsia_gemmatalis_multicapsid_nucleopolyhedrovirus_isolate_AgMNPV-37	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anticarsia_gemmatalis_nucleopolyhedrovirus	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aotine_herpesvirus_1_strain_S34E	13	26	15	9	110	204	213	22	152	57	334	231	43	155	81	10	0	54	1	205	28	0	147	18	47	9	31	14	38	29	174	1	10	30	89	1	50	138	40	246	42	34	67	74	607	10	1	21	24	44	21	11	64	0	38	39	0	22	37	0	304	141
Aphid_lethal_paralysis_virus	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Apocheima_cinerarium_nucleopolyhedrovirus	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apple_chlorotic_leaf_spot_virus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apple_green_crinkle_associated_virusgenomic_RNAisolate_Aurora-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apple_stem_pitting_virus_genes_for_RNA-dependent_RNA_polymerasetriple_gene_block_ORFs_and_coat_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apricot_latent_virus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arabis_mosaic_virus_RNA_2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arachis_pintoi_virus_isolate_Var_A_RdRpTGBp1TGBp240_kDa_proteinand_CP_genes	9	20	8	15	11	7	19	30	17	5	0	7	15	31	2	58	6	54	11	8	11	2	30	23	33	1	6	15	3	32	192	0	14	12	21	0	26	86	87	137	48	10	42	77	30	5	14	102	57	32	13	41	23	26	31	19	4	9	31	15	13	26
Artichoke_mottled_crinkle_virus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aspergillus_foetidus_dsRNA_mycovirus_ORF1_genesegment_2genomic_RNA_	25	32	28	48	32	16	49	69	33	19	5	13	44	56	8	121	10	118	41	24	16	2	63	47	74	6	19	63	0	75	501	0	44	32	56	5	87	255	199	317	110	30	106	192	81	16	33	253	141	107	47	117	57	77	104	46	14	46	60	52	37	97
Aspergillus_foetidus_dsRNA_mycovirus_ORF1_genesegment_3genomic_RNA_	1	6	0	3	3	1	0	12	5	0	0	1	2	11	0	12	2	17	2	1	3	1	3	5	9	0	0	2	0	11	42	0	1	1	1	0	5	15	18	31	14	1	8	17	3	0	2	15	10	2	2	5	4	1	11	3	0	5	4	0	3	5
Aspergillus_foetidus_dsRNA_mycovirus_ORF1segment_4genomic_RNA	0	2	0	0	0	0	0	7	2	0	0	0	0	4	0	2	1	4	0	1	0	0	0	1	3	0	0	1	0	6	11	0	0	0	0	0	2	8	6	8	7	0	6	7	2	0	0	3	2	2	1	2	1	0	0	0	0	2	3	1	1	1
Ateline_alphaherpesvirus_1_isolate_Lennette	0	0	0	0	0	5	0	0	0	0	4	5	0	5	0	0	0	0	0	4	0	0	0	6	1	4	0	0	0	0	0	0	0	0	68	0	2	1	0	1	2	0	0	6	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
Ateline_herpesvirus_3_	0	7	0	0	0	0	0	0	0	0	12	0	0	7	3	0	0	0	20	0	0	9	30	0	0	0	0	10	0	0	0	0	38	0	0	0	4	40	73	3	125	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aureococcus_anophagefferens_virus_isolate_BtV-01	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	4	1	6	0	0
Autographa_californica_nucleopolyhedrovirus	0	0	5	0	475	219	1653	43	150	109	5	203	132	28	27	0	1	0	0	4	48	39	926	61	29	28	26	184	9	51	2	6	73	0	2	2	133	82	117	17	709	215	82	289	304	0	4	240	2	13	12	8	0	0	3	0	17	9	3	2	33	25
Avian_endogenous_retrovirus_EAV-HP	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Avian_infectious_bronchitis_virus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Avian_leukemia_virus_isolate_SCDY1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Avian_leukosis_virus_-_RSA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Avian_myelocytomatosis_virus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Avian_sapelovirus	32	45	32	53	42	27	61	89	37	20	7	22	53	70	10	124	13	143	40	37	11	9	85	56	83	3	24	74	0	91	516	0	46	44	64	15	108	321	235	371	126	36	126	212	123	16	38	317	169	154	61	137	67	91	120	56	19	56	74	59	51	118
Azospirillum_phage_Cd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus_phage_0305phi8-36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus_phage_BCP78	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus_phage_G	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus_phage_Mater	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus_phage_Moonbeam	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus_phage_phi29	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus_phage_phiNIT1_DNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus_phage_SPBc2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus_phage_SPO1	6	13	0	4	2	2	0	15	3	0	0	5	2	12	4	13	6	19	3	6	1	1	0	6	3	1	6	8	0	12	47	7	6	3	5	0	20	44	15	47	16	4	16	23	11	0	3	25	12	11	6	5	3	4	8	5	1	6	4	1	1	3
Bacillus_phage_Stitch	2702	2126	2139	4713	17680	5807	8329	6253	4603	3210	2081	1681	3063	2611	1529	6128	1867	13793	2942	2480	4506	675	5126	3714	2011	1334	3041	25466	297	23904	55612	552	15033	17417	10918	3872	38142	48044	33530	83355	26259	3487	12773	42193	52010	271	2833	37775	18241	40488	21623	13384	23968	29236	21299	11495	14053	17425	12463	25515	22639	32808
Bacillus_phage_TsarBomba	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteriophage_186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteriophage_Aaphi23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteriophage_D3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Bacteriophage_HK022	0	0	2	0	16	27	38	2	8	9	2	48	5	6	125	4	1	0	1	1	1	7	10	15	8	0	48	0	0	0	390	6	0	1	143	0	7	6	17	3	86	88	8	32	95	0	4	24	0	0	0	0	0	0	0	0	0	0	1	3	69	2
Bacteriophage_N15	0	0	0	0	0	0	16	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteriophage_r1t_integraserepressor_protein_(rro)dUTPaseholin_and_lysin_genes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteriophage_RB32	0	0	0	0	4	1	11	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Bacteriophage_WPhi	0	0	2	0	0	0	14	0	0	9	1	3	6	0	0	2	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	61	10	2	3	21	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Ball_python_nidovirus_strain_07-53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0
Bathycoccus_sp._RCC1105_virus_BpV1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BeAn_58058_virus	0	2	0	0	1	0	0	1	2	0	1	1	0	0	0	9	5	5	0	1	3	2	2	3	1	0	4	3	2	1	11	0	2	4	1	0	1	17	0	9	7	0	8	3	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Bean_necrotic_mosaic_virus_segment_M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bell_pepper_endornavirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bell_pepper_mottle_tobamovirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Beluga_Whale_coronavirus_SW1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bidens_mottle_virus	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	1	5	2	2	1	0	0	1	1	0	0	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0
Bipolaris_maydis_partitivirus_1_strain_JZ04_segment_RNA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Black_beetle_virus	0	0	0	0	15	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Black_sea_bass_polyomavirus_1_isolate_2835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bombyx_mori_NPV	0	0	2	0	209	94	773	16	77	46	2	93	58	13	15	0	1	0	0	2	26	18	463	31	16	15	11	87	4	28	1	1	33	0	1	1	71	39	60	10	361	118	42	124	142	0	3	109	1	5	6	4	0	0	3	0	10	1	3	2	16	11
Boolarra_virus_RNA_1	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bovine_coronavirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bovine_herpesvirus_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Bovine_herpesvirus_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	8	0	2	0	0	0	0	22	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0
Bovine_herpesvirus_6_isolate_Pennsylvania_47	0	0	0	0	0	0	0	0	0	0	7	3	0	2	0	0	14	0	13	2	0	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	11	9	2	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0
